44.4968214,26.034214,Afi City,500,100,Yes,No,3S+P+7E+1M,Yes,Yes,7,50,Power Gas Water
46.75483,23.59946,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75245,23.59898,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75392,23.60049,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75498,23.60105,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75378,23.59873,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75328,23.59718,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75504,23.59748,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75671,23.5983,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75942,23.60002,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76436,23.59952,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76307,23.59887,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76251,23.59866,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76175,23.59844,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76122,23.5987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75949,23.59905,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76348,23.60081,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76248,23.60111,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76113,23.60355,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76143,23.60274,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76038,23.60278,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7602,23.60136,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75965,23.6054,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75918,23.60201,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75967,23.60368,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75829,23.60205,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.759,23.60583,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75812,23.60295,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75938,23.6051,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75873,23.60467,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75674,23.60617,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75923,23.60742,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75835,23.60574,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75724,23.60824,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75527,23.60584,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75444,23.60575,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7522,23.60321,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75086,23.60146,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75001,23.60086,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7503,23.60215,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75074,23.60571,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75148,23.60717,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75277,23.60958,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75533,23.61202,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76135,23.60975,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76285,23.60765,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.765,23.60391,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76658,23.60194,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76688,23.60112,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76676,23.59979,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76552,23.59648,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76694,23.59674,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76664,23.59743,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76555,23.59773,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76491,23.59781,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76338,23.59687,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76223,23.59653,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76059,23.5964,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76026,23.59713,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75974,23.59777,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76503,23.59515,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76411,23.59511,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76494,23.5961,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76476,23.59743,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77448,23.61316,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7743,23.61212,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77371,23.61143,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77283,23.60972,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77189,23.60912,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77166,23.61015,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77054,23.61015,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7669,23.60731,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7659,23.60585,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76484,23.605,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7646,23.60268,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76413,23.60354,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77001,23.61246,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7686,23.61427,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76637,23.6135,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7649,23.61324,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76396,23.61289,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76184,23.61255,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76067,23.61221,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75931,23.61118,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75873,23.61058,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75755,23.60997,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75655,23.60997,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77401,23.6165,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77289,23.61487,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77054,23.61753,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77201,23.61968,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76883,23.6195,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76698,23.61616,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76404,23.61624,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76239,23.61624,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75767,23.61736,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76102,23.61573,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76096,23.62079,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75555,23.6189,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75308,23.61392,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75138,23.61075,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.75026,23.608,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74744,23.60345,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74644,23.60225,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74297,23.60139,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74121,23.60027,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.73968,23.5995,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74139,23.60407,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74163,23.60621,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74139,23.60802,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74439,23.60784,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74792,23.60802,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74768,23.6069,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.74457,23.60596,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78755,23.60217,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78578,23.59917,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78408,23.59805,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78261,23.59771,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7815,23.5971,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78003,23.59633,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77938,23.5959,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77856,23.59513,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77738,23.59307,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77509,23.58998,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77662,23.59135,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78954,23.60406,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78972,23.60663,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79017,23.6092,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79076,23.61161,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79076,23.6135,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7907,23.61581,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78729,23.61453,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78976,23.61564,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78658,23.61367,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78523,23.61298,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78459,23.61281,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78206,23.61247,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78089,23.61229,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78006,23.61272,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77843,23.61312,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77761,23.61363,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7772,23.61398,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76915,23.5944,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76909,23.59389,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76839,23.59329,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76821,23.5938,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76786,23.5944,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77279,23.59921,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77226,23.59895,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77109,23.59766,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77232,23.6047,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77126,23.60642,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77079,23.60488,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77009,23.60393,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76974,23.60436,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77027,23.59887,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76974,23.59792,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76974,23.59947,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77332,23.59131,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77291,23.59148,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77168,23.59183,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77097,23.59183,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77279,23.5932,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77379,23.59577,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77262,23.59543,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78378,23.60007,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78031,23.59895,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77937,23.59947,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77767,23.59483,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7782,23.59646,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77685,23.59741,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77696,23.60264,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77708,23.60144,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77638,23.59818,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77642,23.6007,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77472,23.6013,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77378,23.60208,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77301,23.60148,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7729,23.60337,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77243,23.60139,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77719,23.61178,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77572,23.60852,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77548,23.60817,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77483,23.60663,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77413,23.60594,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77607,23.61023,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77454,23.60757,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79029,23.61212,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78982,23.61083,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78952,23.60955,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78899,23.6074,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78829,23.605,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78706,23.60337,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78506,23.60225,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78333,23.60168,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78281,23.60168,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7804,23.60194,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77899,23.6052,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77728,23.60503,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77933,23.61007,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77815,23.60806,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78285,23.60964,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78153,23.60921,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78103,23.60844,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77984,23.60745,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78333,23.60449,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78148,23.60341,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78057,23.60307,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77972,23.60255,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77902,23.60088,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77857,23.59963,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77931,23.60307,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78345,23.6074,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78921,23.61182,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78816,23.61032,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78736,23.60766,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78598,23.60594,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78352,23.60594,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78269,23.60594,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78672,23.60972,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78563,23.61019,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78472,23.61097,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78352,23.61088,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78237,23.61071,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78534,23.60826,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78672,23.60036,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78548,23.60096,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78311,23.59955,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78118,23.60041,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79487,23.62025,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79287,23.61922,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79146,23.61905,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.79028,23.61854,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78864,23.61785,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78652,23.61785,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78464,23.61733,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78394,23.61785,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78457,23.61473,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78894,23.6158,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78695,23.61602,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78413,23.61572,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78278,23.61636,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78257,23.61752,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78269,23.61997,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78225,23.62237,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78151,23.61587,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78119,23.61514,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78072,23.62115,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78093,23.61784,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77749,23.61617,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77737,23.62458,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77502,23.6202,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7774,23.62274,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77957,23.62007,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77766,23.6205,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7764,23.62291,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77637,23.62561,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78128,23.62402,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77902,23.62651,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77952,23.62471,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78081,23.62252,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.78063,23.61771,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77963,23.61698,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77872,23.61763,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77681,23.61853,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7762,23.6181,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7747,23.61844,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
